Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_gamma_power,FCz_delta_power,FCz_theta_power,FCz_alpha_power,FCz_beta_power,FCz_gamma_power,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_gamma_power,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_gamma_power,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_gamma_power,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_gamma_power,Cz_delta_alpha_ratio,Cz_gamma_beta_ratio,Cz_low_high_ratio,FCz_delta_alpha_ratio,FCz_gamma_beta_ratio,FCz_low_high_ratio,C3_delta_alpha_ratio,C3_gamma_beta_ratio,C3_low_high_ratio,C4_delta_alpha_ratio,C4_gamma_beta_ratio,C4_low_high_ratio,Fz_delta_alpha_ratio,Fz_gamma_beta_ratio,Fz_low_high_ratio,Pz_delta_alpha_ratio,Pz_gamma_beta_ratio,Pz_low_high_ratio,C4_C3_delta_asymmetry,C4_C3_theta_asymmetry,C4_C3_alpha_asymmetry,C4_C3_beta_asymmetry,C4_C3_gamma_asymmetry,Cz_N2_amp,FCz_N2_amp,Cz_P2_amp,FCz_P2_amp,temporal_feature_1,temporal_feature_2,temporal_feature_3,temporal_feature_4,temporal_feature_5,temporal_feature_6,temporal_feature_7,temporal_feature_8,temporal_feature_9,temporal_feature_10,temporal_feature_11,temporal_feature_12,temporal_feature_13,temporal_feature_14,temporal_feature_15,temporal_feature_16,temporal_feature_17,temporal_feature_18,temporal_feature_19,temporal_feature_20,temporal_feature_21,label,participant
-9.937515479645274,-9.97430315654848,-9.959453223165044,-9.976124355894012,-9.997167559192276,-9.958632708990102,-9.983738248075118,-9.96281062977492,-9.972843868885922,-9.997799625498946,-9.956001716843938,-9.983292169552303,-9.968142821017162,-9.96980888448451,-9.99689846998993,-9.959616186014845,-9.983591677762874,-9.974575356616883,-9.976712362795618,-9.997426175750004,-9.923031487698218,-9.95694208925888,-9.932470581859649,-9.970801378185406,-9.997198171965582,-9.973448219046295,-9.98575366417128,-9.952432420054334,-9.963621210555017,-9.997548592591274,0.0219377435197714,-0.0210432032982623,0.0083616722876644,0.0041779207848193,-0.0249557566130231,-0.0021868008205085,0.0121411041732244,-0.0270895855054202,-0.0003121650463651,0.0149591706020402,-0.0207138129543853,0.0028590209214343,0.009439094161431,-0.0263967937801758,0.0080205227450687,-0.0210157989919625,-0.0339273820362588,-0.0147179042860585,5.8056369108730345e-06,3.057145486730983e-06,7.329688885979761e-06,4.698258397405728e-06,8.178891757593799e-06,4.561291397234353e-06,-6.90943735964737e-07,-5.722191803467024e-07,-1.7412548111788262e-08,-3.25407307719346e-07,-4.093847425201509e-07,-1.1358816967860249e-07,9.416451124419012e-06,8.842312853217952e-11,0.0335,8.056563737197164e-06,6.474027854175621e-11,0.039,8.201119680522059e-06,6.721090516901332e-11,0.0385,7.510175944557322e-06,5.6039604384374686e-11,0.0385,1.1800519816897814e-05,1.392521511549606e-10,0.0355,7.867302701586037e-06,6.181099282746482e-11,0.0435,1,vp02
-9.950589629043597,-9.988647581157766,-9.981332717650783,-9.973692185238926,-9.997503625710552,-9.96305919907114,-9.9866431285163,-9.969959526720048,-9.97449221247095,-9.997803997165862,-9.96950166212336,-9.980811483533126,-9.97493001335119,-9.968331331403837,-9.996642273769115,-9.957153746832338,-9.990047218807655,-9.988370186539315,-9.978070761881192,-9.997813911020378,-9.93967829296629,-9.981526174096745,-9.968495040789293,-9.967338791142955,-9.996481806409465,-9.9638282420348,-9.984638998491317,-9.943525005037287,-9.963524539367128,-9.99737000314721,0.0307430886071884,-0.0238114404716256,0.0056411106148104,0.0069003276489087,-0.0233117846949113,-0.0016806414440111,0.0054283512278292,-0.0283109423652785,-0.002381629398485,0.0312164397069789,-0.0197431491391846,0.0067098249880608,0.0288167478230025,-0.0291430152665093,0.0053540366584439,-0.0203032369975115,-0.0338454637800822,-0.0141777540151082,-4.577938495481948e-06,-7.2514152517979e-07,-5.249469880655358e-06,-1.557669660150801e-06,-3.994629810613827e-06,-1.3124433098739877e-06,2.704643252126572e-07,1.373078470028736e-06,-6.48703251472291e-07,-1.1340259597523244e-06,-8.274372302484471e-07,-1.635528101396418e-07,8.30016980297417e-06,6.878571613809789e-11,0.0335,7.785781671396362e-06,6.059104441989193e-11,0.037,7.284450552549469e-06,5.2988462433882966e-11,0.045,7.554914877762126e-06,5.7068728223801236e-11,0.032,9.456133556515416e-06,8.936671811148822e-11,0.032,8.857512706844997e-06,7.84322511108867e-11,0.041,0,vp02
-9.954132640657264,-9.981143736324126,-9.96750015117424,-9.97095273687612,-9.997795940995244,-9.969508009229653,-9.9836232778113,-9.977560116044128,-9.969272566689934,-9.99773234349569,-9.970423530561416,-9.983485154614153,-9.972189553767754,-9.964098584440505,-9.997258575968692,-9.962542885382366,-9.98449111061949,-9.982579499598064,-9.980334815140395,-9.997836804715142,-9.9631253175466,-9.97466224990188,-9.94490224068041,-9.969817944450112,-9.996761695413396,-9.97321176747712,-9.983683060291158,-9.97380614630775,-9.965774052746935,-9.997738448594063,0.0133675105169732,-0.0268432041191246,0.0012252508670336,0.0080521068144765,-0.0284597768057555,-0.0021139749484468,0.0017660232063363,-0.0331599915281888,-0.0059754791242028,0.0200366142156998,-0.0175019895747468,0.005477402357231,-0.0182230768661906,-0.0269437509632854,-0.008000348952784,0.0005943788306304,-0.031964395847126,-0.005876298614428,-3.92339476065879e-06,4.802339818711714e-06,-1.8000407820192309e-06,4.17842987682864e-06,1.0684684851230236e-06,2.595874821456664e-06,-1.9427594029188708e-07,6.455016153307541e-07,-7.521454709969333e-08,-8.134787190092711e-07,-7.145309633700775e-07,-1.369496114495264e-07,8.852374884369322e-06,7.78525544336909e-11,0.037,7.449296392605187e-06,5.515875289154646e-11,0.036,7.33503813093489e-06,5.3692109024710806e-11,0.041,7.140762190643003e-06,5.0795443586723145e-11,0.032,9.172426772022178e-06,8.366289588540023e-11,0.039,7.876386669898647e-06,6.164080749250409e-11,0.041,1,vp02
-9.961074941145151,-9.985853118501788,-9.984411566309442,-9.975061191724484,-9.996833376935935,-9.964523999592988,-9.987600321216537,-9.978426980077884,-9.97767217370684,-9.997398167638725,-9.965915599813414,-9.987825524816657,-9.984051163707267,-9.978141369601362,-9.997004654266371,-9.97297426541447,-9.983127093838764,-9.97557411424282,-9.971359813769173,-9.997577071102745,-9.94943022484408,-9.979315186030814,-9.975352690423271,-9.968941858124415,-9.99707135504605,-9.961500434998086,-9.986539554436767,-9.964767719045817,-9.97321743600057,-9.996870625654337,0.0233366251642905,-0.0217721852114518,0.0043591153101374,0.0139029804848949,-0.0197259939318854,0.0014519905495848,0.0181355638938551,-0.0188632846650094,0.0029491345679417,0.0025998488283516,-0.0262172573335721,-0.0030954932379039,0.0259224655791925,-0.0281294969216343,0.0054756506471118,0.0032672840477285,-0.0236531896537641,-0.003315443876442,2.86317412058638e-06,5.889675471235848e-06,6.767091839105346e-07,5.196212396358098e-06,1.429764401721304e-08,5.390524648591194e-06,-4.5711272982698474e-08,-7.632818619660497e-07,-1.6737958358179393e-07,8.943175032622564e-07,3.032470437353775e-07,-7.525670958615404e-08,6.9956322101330114e-06,4.869658634076341e-11,0.0365,7.011056091391033e-06,4.9106682977439214e-11,0.0305,6.79554397942632e-06,4.602843478755799e-11,0.0405,6.749832706443622e-06,4.5411473874711676e-11,0.038,8.859575380129783e-06,7.794607890606659e-11,0.029,8.041221055687254e-06,6.466042866460439e-11,0.0345,0,vp02
-9.963009000116834,-9.988591617648984,-9.97399240591514,-9.979154409753386,-9.997448297960082,-9.967734604015051,-9.990943455198304,-9.981102230569768,-9.975854677135922,-9.998100097853351,-9.969666943461512,-9.986008438929668,-9.971601296966178,-9.97201948656737,-9.996619562891407,-9.966902681439272,-9.989330456193686,-9.98416657327988,-9.980008906267951,-9.997462294659304,-9.958438261883424,-9.984727044703924,-9.946349149619452,-9.974276477003713,-9.996782485907016,-9.964500966114558,-9.984834989886572,-9.9593251046041,-9.965760123768003,-9.99775825503033,0.0109834057983064,-0.0182938882066956,0.000647409767069,0.0133676265547144,-0.0222454207174305,-0.0004833217324851,0.001934353504664,-0.0246000763240381,-0.004043006972493,0.0172638918406065,-0.0174533883913543,0.002782322240586,-0.0120891122639701,-0.0225060089033029,-0.0077256065335316,-0.0051758615104571,-0.0319981312623269,-0.008203236901128,4.173830620646443e-06,4.992906267184617e-06,6.317284786077599e-06,5.632792976155309e-06,8.174562379460912e-06,5.962349806481828e-06,-9.129562614092032e-07,1.8052265449602638e-07,-3.690183605917913e-07,-8.489207845455909e-07,-4.008811500683681e-07,-1.458063753418407e-07,7.286574362004133e-06,5.2971660438054865e-11,0.0335,6.6301426681703625e-06,4.376673680349384e-11,0.0375,7.3452900560129885e-06,5.386557173275909e-11,0.0325,6.432333794603785e-06,4.136211157961901e-11,0.042,8.28961016990374e-06,6.863277794206368e-11,0.0405,7.801865578741116e-06,6.059177294235053e-11,0.041,1,vp02
-9.956869368215663,-9.982735753571609,-9.9703247255944,-9.975074037405172,-9.997636582406711,-9.964690751824223,-9.987896403188117,-9.969536748155514,-9.974786600066016,-9.997817343839264,-9.970901279207787,-9.984554114528446,-9.971880040265033,-9.974609060811543,-9.99727195964351,-9.966533397570744,-9.986834387064054,-9.978722011054248,-9.971562197598704,-9.99755032617621,-9.96523603597833,-9.969342683582312,-9.955233999647042,-9.97173401482056,-9.996970608980876,-9.96522316399122,-9.98897300793694,-9.963578594177156,-9.96665917442138,-9.997701018852064,0.0134553573787332,-0.0225625450015414,0.0021002415524442,0.004845996331289,-0.0230307437732495,-0.0027087556353411,0.0009787610572455,-0.0226628988319639,-0.003009543761161,0.0121886134835058,-0.0259881285775058,-0.0009762255639778,-0.0100020363312882,-0.0252365941603152,-0.0026537447462597,-0.0016445698140632,-0.0310418444306854,-0.0080529502678778,-4.157473944557889e-06,2.861168049302307e-06,-2.479284381119709e-06,3.3649066993209243e-06,7.145002391111567e-07,5.48077757494922e-06,1.8639390532476328e-08,5.935561011130107e-07,-3.243690252053449e-08,-2.652846393050129e-07,1.2099790552004404e-07,-8.822922254163298e-08,8.365211789987686e-06,6.996024388535978e-11,0.0295,7.69545064059553e-06,5.918001714886545e-11,0.036,7.300777872329561e-06,5.327978839946415e-11,0.047,7.319417262862037e-06,5.357385927213888e-11,0.039,8.734833889347749e-06,7.629618628000844e-11,0.037,8.128548010873553e-06,6.600174784948563e-11,0.039,0,vp02
-9.945757943129482,-9.9812576489826,-9.9833432891638,-9.976358515167984,-9.99683066911462,-9.953936513761834,-9.983987684292725,-9.984770865164451,-9.976609182217482,-9.997003791763875,-9.971083180378049,-9.984737578791384,-9.986358969596647,-9.971707082585594,-9.996454485286453,-9.964293422727094,-9.983593050688755,-9.984984965168737,-9.979620200144009,-9.996750513053886,-9.960194934475425,-9.983494514640697,-9.97547122335481,-9.97011194690141,-9.996515925949062,-9.947019114837891,-9.984693696871432,-9.97743003667578,-9.971549592768293,-9.996602287849504,0.0375853460343176,-0.0204721539466365,0.0113684816620605,0.0308343514026194,-0.0203946095463951,0.0081325436230894,0.0152757892186006,-0.0247474027008571,0.0007552201641658,0.0206915424416411,-0.0171303129098774,0.0057329509666992,0.015276288879388,-0.026403979047652,0.0007452682778303,0.0304109218378876,-0.0250526950812126,0.0061583999803858,-1.4030192283910233e-05,-1.295112665275596e-05,-9.891033412033217e-06,-1.2846850818554868e-05,-8.991943507340486e-06,-1.3830098926696246e-05,6.828399790812532e-08,4.5062873543934606e-07,-2.1190503692664694e-07,8.592901801831362e-08,-4.168969264162937e-07,-1.1698677822733159e-07,8.478141392648482e-06,7.160051697626678e-11,0.0285,7.567593645321522e-06,5.7260945316225475e-11,0.0355,6.777587879047517e-06,4.5931514186265175e-11,0.038,6.845871876955642e-06,4.6777768228832456e-11,0.038,7.851213449800847e-06,6.143843611499756e-11,0.031,8.202081487156112e-06,6.727401838598929e-11,0.0335,0,vp02
-9.946576648661962,-9.982249861476165,-9.969311806510891,-9.969237573606977,-9.99733662431554,-9.9580459984459,-9.98462538849549,-9.974467414178651,-9.974100972463264,-9.99785478496046,-9.971196985828684,-9.98482268661783,-9.965957397915254,-9.973189521288647,-9.997691327544604,-9.962304042287943,-9.988720164809328,-9.98333111196565,-9.971743593663154,-9.997078610888448,-9.97015898457941,-9.98197479673767,-9.940927210645976,-9.958056445472243,-9.996483347447889,-9.957469754686269,-9.985185404768224,-9.970972511539134,-9.971775535645328,-9.997484113550833,0.0227351578489294,-0.0280990507085618,0.003573078710259,0.0164214157327506,-0.0237538124971958,0.0021447202413718,-0.0052395879134294,-0.0245018062559569,-0.0057102634843264,0.0210270696777055,-0.0253350172252933,0.001484445378292,-0.029231773933434,-0.038426901975642,-0.018246237900561,0.0135027568528656,-0.0257085779055028,0.0001820988997067,-1.5357320254150597e-05,-6.192529980991681e-07,-1.198845695043281e-05,-1.74562560881125e-06,-7.95612356761835e-06,-1.8599801537961573e-06,-2.0619235733561478e-07,6.937866269599259e-07,-3.054662638953587e-07,-1.2633376752392913e-06,-8.891671377503904e-08,6.466627390988486e-08,8.280105226695774e-06,6.85382801950626e-11,0.04,7.840647096234582e-06,6.147555641452795e-11,0.038,7.1935429964454414e-06,5.1726864183192845e-11,0.037,6.987350639109827e-06,4.88149141299052e-11,0.0435,8.86301965431131e-06,7.822317703396867e-11,0.0405,8.745405871760774e-06,7.647812105350159e-11,0.033,1,vp02
-9.953463873805036,-9.979002879794583,-9.978784872306342,-9.977564960240295,-9.9972755036593,-9.96389974920603,-9.984950871019487,-9.977456962018284,-9.976823523068084,-9.997733180417615,-9.965574725878414,-9.982546856231314,-9.978083312174476,-9.973946143451014,-9.99277984953542,-9.966038741010916,-9.98437448310203,-9.985198456262292,-9.978851279240423,-9.997206121563613,-9.953762152500408,-9.976699602083777,-9.974245410945128,-9.97694110495318,-9.996797641296904,-9.960446608919884,-9.985009170695374,-9.969799817396522,-9.97101436493772,-9.99736245343916,0.0253209985013054,-0.0197105434190039,0.0082570426299657,0.0135572128122536,-0.0209096573495326,0.0019298808298433,0.0125085862960627,-0.0188337060844041,0.0013803535714114,0.0191597152513764,-0.0183548423231876,0.0046773694232502,0.0204832584447203,-0.0198565363437221,0.007165482159781,0.0093532084766376,-0.0263480885014413,-0.0014627208496094,-4.42029679142447e-06,1.3424570609299307e-06,-4.190860983879229e-06,6.706240729960793e-08,-2.2807276567742703e-06,-1.3500265320343354e-06,-6.535991219424517e-07,-2.889903304583808e-07,-1.7869566652677596e-07,-6.100719835115944e-07,-3.103825622588657e-07,-5.055614877929345e-07,7.588580273569096e-06,5.756876341160502e-11,0.036,6.809661993133251e-06,4.6343780657971696e-11,0.045,7.01839436769131e-06,4.925783261847444e-11,0.0465,6.3647952457488585e-06,4.025461047958881e-11,0.038,8.19608263280132e-06,6.717522556190323e-11,0.0315,7.595707093430926e-06,5.7656690618985404e-11,0.0465,1,vp02
-9.958598544606264,-9.985664127539648,-9.986510843446876,-9.976883845939758,-9.99725840845085,-9.964179258444016,-9.98933926389787,-9.990372324470815,-9.980947412643122,-9.997906411300356,-9.971369510221956,-9.990283970957252,-9.9873980898274,-9.973986621720202,-9.994324940088248,-9.9674740973179,-9.989340639246985,-9.986108953461592,-9.978884271998506,-9.997736946946691,-9.973646038272925,-9.978675196642628,-9.972738876008764,-9.969350947235302,-9.997519171032296,-9.966607186545628,-9.98974074030646,-9.98825907177137,-9.98078138386014,-9.9977759528368,0.0279122988406115,-0.0203745625110922,0.0066147978060779,0.026193066026801,-0.016958998657234,0.0061250512574542,0.0160285796054449,-0.0203383183680454,-5.627627175996963e-05,0.0186348561436933,-0.0188526749481869,0.0028498540063814,-0.0009071622641592,-0.0281682237969942,-0.0034761624016343,0.0216518852257436,-0.0169945689766617,0.0043845015151795,-1.6392248568817373e-05,6.823331571581769e-07,-1.3448758426149488e-05,-3.254080102482503e-07,-1.0727814153622895e-05,-2.019901278611566e-06,-5.033273619655349e-08,4.170788766027053e-07,-1.311509689215834e-07,5.832995624672266e-08,-2.8860034175082096e-07,-4.412214921773192e-07,6.917837723965996e-06,4.7850622398636127e-11,0.042,6.147324751611221e-06,3.778527720045239e-11,0.044,6.3825401282702935e-06,4.06851780765168e-11,0.061,6.33220739207374e-06,4.0096278367204666e-11,0.035,7.365744421839231e-06,5.41545560965487e-11,0.0395,6.341313604554824e-06,4.0212254459313786e-11,0.041,1,vp02
-9.944964651232516,-9.983956223238756,-9.979128094787804,-9.972372465278514,-9.99799860819083,-9.959005035159494,-9.987935184767585,-9.98403294597684,-9.974978582864068,-9.998109785613035,-9.964523728444949,-9.984544694165544,-9.97174358028944,-9.962966670983604,-9.995184236228654,-9.965575015215206,-9.9892418509232,-9.98665562573075,-9.972127427020206,-9.997897773248749,-9.95149393252616,-9.966974948752176,-9.95393908984227,-9.966870530723885,-9.997161809567428,-9.964593619078752,-9.98655699971417,-9.966645605387267,-9.97716641305631,-9.99752200036402,0.0341634435552862,-0.0256261429123156,0.0079878093628504,0.0250279108173465,-0.0231312027489671,0.0042435534773677,0.0072198518444928,-0.0322175652450518,-0.0048283159741782,0.0210806105155434,-0.0257703462285423,0.001411977667459,0.0024451573161101,-0.0302912788435456,0.000818281827092,0.0020519863085137,-0.0203555873077103,-0.0024224114166244,-1.2493626480597697e-05,-2.888476741352957e-06,-1.07521419466688e-05,-2.1265330437321634e-06,-8.515148651895534e-06,-1.7286012268482102e-06,-7.689408908595303e-07,-9.477084943049345e-08,-3.8822795846750716e-07,-1.3078059025248653e-06,-4.30656981558817e-07,-3.437028179798979e-07,8.470812856039824e-06,7.163032226917886e-11,0.0285,7.263804549604815e-06,5.2752060835365796e-11,0.0345,7.606826915346796e-06,5.7863800838306706e-11,0.0425,6.837886024487265e-06,4.664981852647984e-11,0.0375,9.059861251480358e-06,8.152318966743815e-11,0.036,7.580526981064475e-06,5.745698664147592e-11,0.0335,0,vp02
-9.966461054919316,-9.983142824290509,-9.974028267032072,-9.976191724522751,-9.997326809129772,-9.97369380034299,-9.9861044793716,-9.981015805709376,-9.975396943875424,-9.997362004184073,-9.972185136142688,-9.991099688219416,-9.9763476831761,-9.973092331085049,-9.995718390357933,-9.968185878993497,-9.988599329808014,-9.978156043619745,-9.97658390224836,-9.997826206319296,-9.95281978446697,-9.97410577957515,-9.955186440365958,-9.970727091589698,-9.996781382328,-9.969898566000126,-9.981207992384094,-9.969623686227818,-9.969580186993367,-9.997467687131664,0.0075672121127556,-0.0211350846070192,0.0002627826889085,0.0073220053663867,-0.0219650603086485,-0.0011226575198026,0.0041625470334114,-0.0226260592728859,-0.0046240247020961,0.0099701646262477,-0.0212423040709364,-0.0006124407925618,0.0023666558989887,-0.0260542907383012,-0.0003050316064054,-0.0002748797723075,-0.0278875001382949,-0.0040251706802187,-6.064602345982574e-06,1.895267431952433e-06,-6.9264789811618e-06,-9.04728298787492e-07,-1.1283190317836367e-05,-5.33539350323916e-06,3.6896367258210965e-07,5.653445559222286e-07,1.6713027313837204e-07,-1.8475115194159682e-07,-1.833747886533816e-07,-3.172928502109828e-07,7.542954702341697e-06,5.685430262816241e-11,0.0385,6.656270187009156e-06,4.430066200838245e-11,0.0425,6.524518261651178e-06,4.2544654390687796e-11,0.045,6.893481934233287e-06,4.7512654360595836e-11,0.0365,9.10070513920948e-06,8.277618555354129e-11,0.037,7.55267314503161e-06,5.7038385726576925e-11,0.0405,0,vp02
-9.934793312181109,-9.98439973552253,-9.97733133996275,-9.974589768351406,-9.997490337943349,-9.95065734978739,-9.985805238277166,-9.974151545618833,-9.973439322246218,-9.997724170951615,-9.963660424274122,-9.988548049170896,-9.9781839313991,-9.968505384064148,-9.995199432837545,-9.962797730925658,-9.985855097400114,-9.98549834487734,-9.969453977138844,-9.997634070412374,-9.957748509291264,-9.984687186655972,-9.960296948510427,-9.968785636754768,-9.996899782231736,-9.953145449644405,-9.985909303457012,-9.955107973477368,-9.969055598844912,-9.997216050740915,0.0425380277816422,-0.0229005695919415,0.0116606417432709,0.0234941958314411,-0.0242848487053972,0.0040336333054735,0.0145235071249771,-0.0266940487733968,-0.0017723928849093,0.0227006139516827,-0.0281800932735301,0.0021920611194641,0.002548439219165,-0.0281141454769677,-0.0044313003086262,0.0019625238329634,-0.0281604518960048,-0.0049199281560383,-1.7566388457611128e-05,1.3834526156519432e-06,-1.481423328434932e-05,-6.378223192071331e-07,-1.3621808621107951e-05,-2.939968101572562e-06,4.5193322858102116e-08,1.3460451785775866e-07,4.7575325453906264e-08,-3.673026560364133e-07,6.406480876087677e-08,-3.3612738046834056e-07,8.189343340592462e-06,6.705446199525115e-11,0.032,7.470498814620903e-06,5.579920251660153e-11,0.0425,7.01135459640053e-06,4.9139946670315024e-11,0.051,7.056547919258632e-06,4.979039119057938e-11,0.038,8.43574194363846e-06,7.107514890295083e-11,0.035,8.307839410656725e-06,6.899191699996676e-11,0.0425,1,vp02
-9.945935782799491,-9.985317432908234,-9.982623814812792,-9.978368886256366,-9.99691886075422,-9.962558049580192,-9.98851664289153,-9.98525751403535,-9.972676020825515,-9.997259834970736,-9.96773213262959,-9.989012442026294,-9.987211713155828,-9.967129644245183,-9.995104278182072,-9.950923152997056,-9.987553956412388,-9.981336640455645,-9.981177409436544,-9.996818139348871,-9.929223303666165,-9.961584614789738,-9.929626766535796,-9.971101877046502,-9.996760703073951,-9.966251158145806,-9.98500904047511,-9.967491088319976,-9.960660995810262,-9.996886337057612,0.0366880320133002,-0.0185499744978532,0.0104176657355523,0.0226994644551581,-0.0245838141452185,0.0024266776868717,0.0194795805262373,-0.0279746339368873,-0.0008050254110951,0.0304134874585884,-0.0156407299123273,0.0084264590891969,0.0004034628696345,-0.025658826027449,0.0033032688571683,0.0012399301741705,-0.0362253412473503,-0.0078192308791358,-5.18643025500327e-06,4.995376057618966e-07,-3.0785587887881693e-06,1.9754766439231385e-06,-1.4231454249760208e-06,1.1753154284807184e-06,9.697113339616972e-07,1.181339839945449e-06,-1.7843942047248145e-07,4.897253785080636e-07,-6.732476889782379e-07,-2.192673588833572e-07,7.515249267970007e-06,5.6332653907176216e-11,0.03,6.5571579329431965e-06,4.2945856837781045e-11,0.046,6.33098666618639e-06,4.007717588684332e-11,0.053,7.300698000148087e-06,5.325208868684832e-11,0.0375,1.082182175214686e-05,1.1711175794570918e-10,0.0385,7.511883697591784e-06,5.637622948787255e-11,0.043,1,vp02
-9.942248286570823,-9.986174616531438,-9.98405570500802,-9.97205046168023,-9.99715513963442,-9.949929238484852,-9.985509135918232,-9.981402914483168,-9.974810010430318,-9.997855744216796,-9.956672279866751,-9.985088723929344,-9.988012822712864,-9.974172153127954,-9.99458922013295,-9.956068566317205,-9.986697733269704,-9.985063748279124,-9.97501849038746,-9.99739079928112,-9.954379297119722,-9.986842164274352,-9.969563518059132,-9.966928167638711,-9.996990248594146,-9.948755520355284,-9.984589203779317,-9.967089139308412,-9.97434389407782,-9.998034076469423,0.0418074184371946,-0.0251046779541894,0.0097819175962818,0.0314736759983151,-0.0230457337864784,0.0073076081014473,0.0313405428461113,-0.0204170670049954,0.0070533395444876,0.0289951819619211,-0.022372308893658,0.0060427930745721,0.0151842209394104,-0.0300620809554335,-0.0014078104366976,0.0183336189531289,-0.0236901823916042,0.0030023329353081,-1.2340176319967963e-05,-4.666405514392013e-07,-1.0384777633734284e-05,3.325867277320484e-07,-8.081348528540398e-06,-2.214209320968888e-07,2.681853952126289e-07,2.2410201848387566e-07,-2.441010494317109e-07,4.340673284728069e-07,2.2001338652715908e-08,-3.7993733990177773e-07,7.673957204978423e-06,5.887046039111861e-11,0.0315,7.348068769434086e-06,5.3993006593066194e-11,0.0325,7.0086203909164e-06,4.9120638399207756e-11,0.0465,7.276805786129027e-06,5.2948801606195714e-11,0.034,8.174770439737483e-06,6.672090208710182e-11,0.0435,8.128278083859456e-06,6.606835804751435e-11,0.0305,1,vp02
-9.96013059141426,-9.98652459594171,-9.97884039553221,-9.969732488161764,-9.997532661663756,-9.967353640025571,-9.989960920621362,-9.978305200167409,-9.969228770489313,-9.997893915402583,-9.974960880117958,-9.98927777215918,-9.975053959683583,-9.95820139548217,-9.99293568900752,-9.963777790580714,-9.9896679215085,-9.98636707976053,-9.972741875381782,-9.997534278107995,-9.970386336452238,-9.981368483766609,-9.964503219687751,-9.966319953265272,-9.997653883237698,-9.966653468662376,-9.98933488609678,-9.971980199713716,-9.967593636325496,-9.99767459529896,0.0187098041179485,-0.0278001735019923,0.000772093665315,0.0109515601418337,-0.0286651449132708,-0.0032356320400293,9.307956562487618e-05,-0.0347342935253482,-0.0105448089826776,0.022589289179816,-0.0247924027262147,0.0020138614212559,-0.005883116764485,-0.0313339299724244,-0.0071096742785385,0.0053267310513387,-0.0300809589734623,-0.0054834407553361,2.5270838164885606e-06,8.170194105488914e-06,4.002951060189081e-06,8.262115042915684e-06,3.6834599725325407e-06,6.581441263630318e-06,-4.408097959665469e-07,4.020519106354223e-07,-1.2206580307466532e-07,-1.0798864863732577e-06,-7.036086163752621e-07,-5.410971320976601e-07,7.49996411422397e-06,5.624436341780463e-11,0.039,6.801952737468199e-06,4.625239410263933e-11,0.039,7.220401292988136e-06,5.2132823730190086e-11,0.061,6.779591497021589e-06,4.5962514465254165e-11,0.039,8.061448063418289e-06,6.475609886933428e-11,0.044,6.958275721734129e-06,4.8344468024232384e-11,0.037,1,vp02
-9.962183248649769,-9.979293661805407,-9.972379668078904,-9.97783068307788,-9.99740541743593,-9.963945272862244,-9.980900583931373,-9.962309005621686,-9.977025237271892,-9.997742309400408,-9.97738858116495,-9.983246146176432,-9.967135638264295,-9.96500237824624,-9.99003662857234,-9.967284442376595,-9.981835482593509,-9.983851465778308,-9.981235027376922,-9.997617756774194,-9.970590706589952,-9.975957289813612,-9.949920316436,-9.975016920248292,-9.99707282734622,-9.954862992036922,-9.976707366357797,-9.927243322071217,-9.970269494477195,-9.997777489501594,0.0101964194291337,-0.0195747343580503,0.0030226196637972,-0.001636267240558,-0.0207170721285159,-0.0018637648154751,-0.010252942900653,-0.0250342503261009,-0.0096864557731102,0.016567023401711,-0.0163827293972715,0.0054491441659951,-0.0206703901539508,-0.0220559070979291,-0.0074975973144884,-0.0276196699657056,-0.027507995024397,-0.011993342768811,1.2994329307669422e-06,8.221836107319605e-06,-2.404668246225431e-06,5.4344918284727255e-06,-3.881084548416126e-06,3.6793505665795263e-06,-4.125583450916321e-07,5.347580299661263e-07,-5.985722222095965e-09,-1.3105154813775236e-06,-7.128856236238474e-07,-8.595397302534713e-07,7.90845073179161e-06,6.250054563080831e-11,0.0325,7.902644302978393e-06,6.242849956271121e-11,0.0325,7.2815873247213265e-06,5.3013253468526386e-11,0.0645,6.8690289796296944e-06,4.712034193343216e-11,0.0405,8.533419234073002e-06,7.228286511915949e-11,0.0375,9.250774189924575e-06,8.557602067325567e-11,0.037,0,vp02
